User ID,Age,Gender,Weight (kg),Height (cm),Activity Level,Goal,Target Weight (kg),Caloric Intake (kcal),Maintenance Calories (kcal),Carbohydrates (gm),Proteins (gm),Fats (gm),Fiber (gm),Dietary Preferences
436,52,Male,96.67763214189128,157,Moderately Active,Maintain,54.18599999999999,1403,2174.65,315.32425,130.479,67.65577777777779,210.21616666666665,Vegan
437,24,Male,53.02015666781262,180,Lightly Active,Lose,75.116,804,1105.5,82.9125,110.55,36.849999999999994,55.27499999999999,None
438,45,Male,52.97403737061581,157,Sedentary,Lose,54.18599999999999,800,960.0,72.0,96.0,32.0,48.0,None
439,39,Female,87.54770336157769,191,Moderately Active,Maintain,80.626,1498,2321.9,313.4565,116.095,87.71622222222223,208.971,Vegetarian
440,50,Male,55.17928457032084,183,Sedentary,Gain,77.846,831,997.1999999999999,99.72,74.78999999999999,33.239999999999995,66.47999999999999,Gluten-Free
441,58,Female,50.67066776248507,193,Moderately Active,Lose,82.446,1143,1771.65,132.87375,177.165,59.055,88.5825,Vegetarian
442,53,Female,83.9016888397089,196,Sedentary,Lose,85.17599999999999,1462,1754.3999999999999,131.57999999999998,175.44,58.47999999999999,87.71999999999998,Vegan
443,58,Male,60.18806168377497,187,Sedentary,Gain,81.48599999999999,899,1078.8,107.88,80.91,35.96,71.91999999999999,Vegan
444,52,Male,61.2405304707837,199,Moderately Active,Maintain,92.406,914,1416.7,170.00400000000002,74.37675,40.9268888888889,113.33600000000001,Gluten-Free
445,29,Male,83.0403814612661,162,Sedentary,Gain,58.736,1217,1460.3999999999999,146.04,109.52999999999999,48.67999999999999,97.35999999999999,Vegetarian
446,52,Male,50.13444529385925,159,Moderately Active,Maintain,56.00599999999999,761,1179.55,168.085875,53.07975,45.87138888888889,112.05724999999998,Vegetarian
447,20,Female,93.29788575675244,191,Moderately Active,Lose,80.626,1555,2410.25,180.76875,241.025,80.34166666666667,120.5125,Vegetarian
448,31,Female,80.45306732290479,154,Sedentary,Maintain,46.955999999999996,1429,1714.8,175.767,81.453,60.970666666666666,117.178,None
449,26,Male,84.56452796502731,158,Lightly Active,Maintain,55.096,1238,1702.25,212.78125,93.62375,52.958888888888886,141.85416666666666,Vegetarian
450,55,Male,80.68076902880438,195,Sedentary,Maintain,88.76599999999999,1183,1419.6,152.607,60.33299999999999,53.62933333333333,101.738,Gluten-Free
451,46,Male,67.06366102755297,167,Sedentary,Maintain,63.285999999999994,995,1194.0,158.205,47.76,45.10666666666666,105.47,Gluten-Free
452,31,Female,50.15466524529804,150,Moderately Active,Gain,43.315999999999995,1139,1765.45,176.545,132.40875,58.84833333333333,117.69666666666666,None
453,37,Female,74.32284994053839,174,Lightly Active,Gain,65.15599999999999,1371,1885.125,188.5125,141.384375,62.837500000000006,125.67499999999998,None
454,28,Male,58.28495899475496,197,Moderately Active,Maintain,90.586,876,1357.8,179.90849999999998,71.2845,49.786,119.93899999999998,Vegetarian
455,29,Female,61.62781497894503,183,Sedentary,Gain,73.346,1249,1498.8,149.88,112.41,49.96,99.91999999999999,Vegetarian
456,57,Female,93.72486288792399,178,Sedentary,Maintain,68.79599999999999,1556,1867.1999999999998,205.39199999999997,93.36,66.38933333333333,136.92799999999997,Vegetarian
457,37,Male,97.82954740116521,157,Lightly Active,Maintain,54.18599999999999,1420,1952.5,273.35,97.625,60.74444444444445,182.23333333333335,None
458,32,Female,54.10826022829802,151,Moderately Active,Maintain,44.22599999999999,1176,1822.8,186.83700000000002,82.02600000000001,64.81066666666666,124.558,Vegan
459,50,Male,67.27188217439036,191,Lightly Active,Gain,85.126,998,1372.25,137.225,102.91875,45.74166666666667,91.48333333333332,Vegan
460,60,Female,73.07139189511788,167,Sedentary,Lose,58.785999999999994,1358,1629.6,122.22,162.96,54.32,81.47999999999999,None
461,50,Female,81.22968570454631,192,Sedentary,Lose,81.536,1436,1723.2,129.24,172.32,57.440000000000005,86.16,Vegetarian
462,23,Male,89.08741537747659,178,Sedentary,Gain,73.29599999999999,1302,1562.3999999999999,156.23999999999998,117.17999999999998,52.07999999999999,104.15999999999998,Vegetarian
463,45,Female,76.91701952120299,176,Moderately Active,Gain,66.976,1395,2162.25,216.225,162.16875,72.07499999999999,144.14999999999998,None
464,48,Male,97.34740920461579,177,Moderately Active,Gain,72.386,1413,2190.15,219.015,164.26125,73.005,146.01,Vegan
465,28,Male,88.93646585454337,169,Moderately Active,Gain,65.106,1298,2011.9,201.19,150.8925,67.06333333333333,134.12666666666667,Gluten-Free
466,48,Male,52.29597027427457,184,Moderately Active,Gain,78.756,791,1226.05,122.605,91.95375,40.86833333333333,81.73666666666666,Vegan
467,33,Male,99.91581836701219,150,Very Active,Maintain,47.815999999999995,1449,2753.1,371.6685,130.77225,107.065,247.779,Gluten-Free
468,53,Female,78.15975386087139,172,Sedentary,Lose,63.336,1407,1688.3999999999999,126.62999999999998,168.84,56.279999999999994,84.41999999999999,Vegan
469,59,Male,61.74906486554231,174,Lightly Active,Lose,69.65599999999999,921,1266.375,94.978125,126.6375,42.212500000000006,63.31875,Vegan
470,24,Male,52.99909022788989,192,Moderately Active,Gain,86.036,804,1246.2,124.62,93.465,41.54,83.08,Vegan
471,20,Male,74.81479763373554,168,Lightly Active,Gain,64.196,1105,1519.375,151.9375,113.953125,50.645833333333336,101.29166666666666,Gluten-Free
472,30,Female,55.58500277284788,163,Lightly Active,Maintain,55.145999999999994,1191,1637.625,163.7625,81.88125,50.94833333333334,109.17499999999998,Vegan
473,50,Male,55.61325273000723,170,Sedentary,Lose,66.01599999999999,836,1003.1999999999999,75.24,100.32,33.44,50.16,Vegan
474,34,Female,76.67630433619729,153,Sedentary,Gain,46.04599999999999,1393,1671.6,167.16,125.37,55.72,111.44,Vegetarian
475,49,Female,50.28340397896742,197,Moderately Active,Gain,86.086,1139,1765.45,176.545,132.40875,58.84833333333333,117.69666666666666,None
476,24,Female,90.22746904502776,190,Sedentary,Maintain,79.716,1524,1828.8,251.46,82.296,56.895999999999994,167.64,Vegetarian
477,59,Female,79.47473756567922,161,Lightly Active,Gain,53.32599999999999,1419,1951.125,195.1125,146.334375,65.0375,130.075,Gluten-Free
478,44,Male,55.007709290290045,179,Sedentary,Maintain,74.20599999999999,829,994.8,149.22,62.175,30.949333333333332,99.47999999999999,Gluten-Free
479,39,Female,96.31833941611464,165,Sedentary,Lose,56.965999999999994,1581,1897.1999999999998,142.29,189.72,63.239999999999995,94.85999999999999,Gluten-Free
480,59,Male,83.50219839245953,184,Sedentary,Lose,78.756,1221,1465.2,109.89,146.52,48.84,73.25999999999999,None
481,60,Female,84.5072446499265,165,Very Active,Lose,56.965999999999994,1467,2787.2999999999997,209.04749999999996,278.72999999999996,92.90999999999998,139.36499999999995,Vegetarian
482,39,Male,61.73578134563462,170,Lightly Active,Lose,66.01599999999999,922,1267.75,95.08125,126.775,42.25833333333333,63.387499999999996,Vegetarian
483,58,Male,53.943547150214414,175,Very Active,Maintain,70.566,813,1544.6999999999998,216.25799999999995,77.23499999999999,58.355333333333334,144.17199999999997,Gluten-Free
484,37,Male,72.51303945649066,193,Very Active,Gain,86.946,1071,2034.8999999999999,203.49,152.61749999999998,67.82999999999998,135.66,Vegetarian
485,22,Male,72.18339151114083,155,Sedentary,Lose,52.36599999999999,1068,1281.6,96.12,128.16,42.72,64.08,Gluten-Free
486,33,Female,65.45415259801128,198,Sedentary,Gain,86.996,1286,1543.2,154.32,115.74,51.44,102.88,None
487,42,Male,93.70765636402459,165,Very Active,Lose,61.465999999999994,1363,2589.7,194.2275,258.97,86.32333333333332,129.48499999999999,Gluten-Free
488,52,Female,58.33882498580845,179,Sedentary,Maintain,69.70599999999999,1217,1460.3999999999999,175.248,54.76499999999999,55.17066666666667,116.832,None
489,49,Male,52.54627791885475,163,Very Active,Maintain,59.645999999999994,794,1508.6,222.5185,94.2875,43.58177777777777,148.34566666666666,Gluten-Free
490,21,Male,94.06642158886152,166,Moderately Active,Maintain,62.376,1370,2123.5,238.89375,111.48375,70.78333333333333,159.2625,Vegetarian
491,58,Female,68.48849643612306,185,Very Active,Lose,75.166,1314,2496.6,187.245,249.66,83.22,124.83,Vegetarian
492,28,Female,83.90440817255326,188,Moderately Active,Gain,77.89599999999999,1463,2267.65,226.765,170.07375,75.58833333333332,151.17666666666665,Vegetarian
493,42,Male,74.37172257960549,154,Sedentary,Lose,51.455999999999996,1096,1315.2,98.64,131.52,43.84,65.75999999999999,None
494,45,Male,95.55270102589904,166,Moderately Active,Lose,62.376,1388,2151.4,161.355,215.14,71.71333333333332,107.57,Vegetarian
495,30,Female,65.88385198599063,193,Moderately Active,Lose,82.446,1290,1999.5,149.9625,199.95,66.65,99.975,Vegan
496,21,Male,81.3908119505119,157,Sedentary,Lose,54.18599999999999,1195,1434.0,107.55,143.4,47.8,71.69999999999999,None
497,38,Male,57.9626717691864,172,Sedentary,Maintain,67.836,870,1044.0,135.72,41.76,34.8,90.47999999999999,Vegetarian
498,42,Male,60.96168521212196,191,Moderately Active,Gain,85.126,911,1412.05,141.205,105.90375,47.068333333333335,94.13666666666667,Vegetarian
499,56,Female,89.35799412358315,181,Very Active,Maintain,71.526,1514,2876.6,352.38349999999997,129.447,95.88666666666667,234.9223333333333,None
500,57,Male,76.60213391251621,194,Lightly Active,Lose,87.856,1126,1548.25,116.11875,154.825,51.608333333333334,77.4125,Gluten-Free
501,57,Male,73.30520584139545,178,Sedentary,Gain,73.29599999999999,1080,1296.0,129.6,97.2,43.2,86.39999999999999,Vegetarian
502,20,Female,86.38369943142294,161,Very Active,Gain,53.32599999999999,1488,2827.2,282.72,212.04,94.24,188.48000000000002,Vegan
503,52,Female,72.45474120727616,199,Lightly Active,Maintain,87.906,1352,1859.0,269.555,83.655,57.83555555555555,179.70333333333332,Vegetarian
504,31,Female,94.24473925378615,198,Very Active,Lose,86.996,1562,2967.7999999999997,222.58499999999995,296.78,98.92666666666665,148.38999999999996,None
505,28,Male,65.46910067351084,195,Moderately Active,Lose,88.76599999999999,975,1511.25,113.34375,151.125,50.375,75.5625,None
506,54,Male,93.22470226597892,196,Moderately Active,Maintain,89.67599999999999,1356,2101.8,246.9615,120.8535,60.71866666666668,164.641,Vegan
507,48,Female,63.96336347397424,180,Sedentary,Lose,70.616,1271,1525.2,114.39,152.52,50.84,76.25999999999999,Vegan
508,33,Male,82.48970079293923,185,Sedentary,Gain,79.666,1209,1450.8,145.08,108.81,48.36,96.72,Gluten-Free
509,55,Male,88.87058390765378,196,Very Active,Maintain,89.67599999999999,1296,2462.4,320.112,153.9,93.024,213.40800000000002,Vegan
510,50,Female,94.05270731883463,183,Moderately Active,Maintain,73.346,1559,2416.4500000000003,362.4675000000001,102.69912500000001,69.80855555555556,241.64500000000004,Vegan
511,21,Male,75.76856893122675,189,Sedentary,Gain,83.306,1119,1342.8,134.28,100.71,44.76,89.52,None
512,45,Male,99.54363046769474,196,Moderately Active,Maintain,89.67599999999999,1443,2236.65,268.398,89.46600000000001,74.555,178.93200000000002,None
513,26,Male,92.96591912312358,170,Very Active,Maintain,66.01599999999999,1354,2572.6,308.712,147.9245,85.75333333333333,205.808,Gluten-Free
514,20,Male,93.0899082808854,199,Sedentary,Maintain,92.406,1358,1629.6,187.40399999999997,65.184,59.75199999999999,124.93599999999998,Gluten-Free
515,39,Female,58.823421094598494,195,Very Active,Maintain,84.26599999999999,1222,2321.7999999999997,296.0295,92.87199999999999,77.39333333333332,197.35299999999998,None
516,42,Male,65.72844778020163,173,Sedentary,Lose,68.746,977,1172.3999999999999,87.92999999999998,117.23999999999998,39.07999999999999,58.61999999999998,Vegan
517,43,Female,94.69608037769112,160,Very Active,Lose,52.416,1566,2975.3999999999996,223.15499999999997,297.53999999999996,99.17999999999999,148.76999999999998,Vegetarian
518,36,Male,59.46239141445701,186,Moderately Active,Gain,80.576,891,1381.05,138.105,103.57875,46.035,92.07,Vegan
519,51,Male,76.46430222002965,173,Moderately Active,Maintain,68.746,1124,1742.2,174.22,65.3325,56.137555555555565,116.14666666666666,Gluten-Free
520,60,Female,94.39836470803934,200,Very Active,Lose,88.816,1563,2969.7,222.7275,296.97,98.99,148.48499999999999,None
521,56,Female,55.775732348309134,162,Moderately Active,Maintain,54.236,1192,1847.6000000000001,203.23600000000002,115.475,55.428000000000004,135.49066666666667,Gluten-Free
522,57,Male,93.52856572232383,196,Lightly Active,Lose,89.67599999999999,1360,1870.0,140.25,187.0,62.333333333333336,93.5,Vegan
523,55,Female,84.52508225556403,180,Lightly Active,Lose,70.616,1468,2018.5,151.3875,201.85,67.28333333333333,100.92499999999998,Vegan
524,41,Male,55.44546591804511,175,Moderately Active,Maintain,70.566,835,1294.25,190.901875,77.655,35.951388888888886,127.26791666666665,Gluten-Free
525,59,Female,65.10849016161217,183,Very Active,Gain,73.346,1281,2433.9,243.39,182.5425,81.13,162.26,None
526,44,Male,85.5352356067192,193,Lightly Active,Lose,86.946,1250,1718.75,128.90625,171.875,57.291666666666664,85.9375,Vegetarian
527,29,Female,83.24055049196514,153,Moderately Active,Gain,46.04599999999999,1456,2256.8,225.68,169.26,75.22666666666666,150.45333333333332,Vegetarian
528,46,Female,58.43553100533553,187,Moderately Active,Lose,76.98599999999999,1218,1887.9,141.5925,188.79,62.93,94.395,Vegetarian
529,24,Male,64.51168367992308,198,Lightly Active,Maintain,91.496,963,1324.125,132.4125,62.8959375,42.66625,88.27499999999999,None
530,51,Male,94.60780253069501,180,Moderately Active,Lose,75.116,1375,2131.25,159.84375,213.125,71.04166666666667,106.5625,None
531,55,Male,89.9080038129053,173,Moderately Active,Maintain,68.746,1310,2030.5,203.05,116.75375,76.70777777777778,135.36666666666667,Vegetarian
532,46,Male,68.40749891642508,151,Lightly Active,Lose,48.72599999999999,1013,1392.875,104.465625,139.2875,46.42916666666667,69.64375,Vegan
533,29,Female,65.77924066349851,173,Very Active,Gain,64.246,1289,2449.1,244.91,183.6825,81.63666666666667,163.2733333333333,Vegan
534,23,Female,88.77362148198029,150,Moderately Active,Maintain,43.315999999999995,1510,2340.5,298.41375,117.025,78.01666666666667,198.9425,Vegan
535,44,Male,53.452395430875164,156,Lightly Active,Lose,53.275999999999996,807,1109.625,83.221875,110.9625,36.9875,55.481249999999996,Vegan
536,26,Male,56.393637127075955,156,Very Active,Maintain,53.275999999999996,849,1613.1,161.31,68.55675,57.35466666666667,107.53999999999999,None
537,20,Female,66.5019743725513,175,Very Active,Maintain,66.066,1297,2464.2999999999997,320.359,117.05425,95.83388888888888,213.57266666666663,Vegan
538,43,Male,57.789590628965996,174,Lightly Active,Gain,69.65599999999999,867,1192.125,119.2125,89.409375,39.7375,79.475,Vegetarian
539,45,Male,75.07874785873818,156,Moderately Active,Gain,53.275999999999996,1105,1712.75,171.275,128.45625,57.09166666666667,114.18333333333334,Gluten-Free
540,34,Male,90.36805834862491,193,Sedentary,Gain,86.946,1318,1581.6,158.16,118.62,52.72,105.44,None
541,54,Male,59.90345410852479,183,Sedentary,Maintain,77.846,896,1075.2,112.896,67.2,41.81333333333333,75.264,Vegetarian
542,50,Female,69.28554107186599,166,Very Active,Lose,57.876,1322,2511.7999999999997,188.38499999999996,251.17999999999995,83.72666666666665,125.58999999999997,None
543,36,Male,69.82797887119806,172,Moderately Active,Gain,67.836,1034,1602.7,160.27,120.2025,53.42333333333333,106.84666666666666,None
544,56,Male,73.23794122813271,167,Lightly Active,Gain,63.285999999999994,1079,1483.625,148.3625,111.271875,49.454166666666666,98.90833333333333,None
545,52,Male,56.65949079372859,158,Sedentary,Gain,55.096,851,1021.1999999999999,102.12,76.58999999999999,34.03999999999999,68.08,Vegan
546,22,Female,72.72157885869586,151,Sedentary,Gain,44.22599999999999,1356,1627.2,162.72,122.04,54.24,108.47999999999999,Vegan
547,21,Male,53.685517582283964,187,Very Active,Gain,81.48599999999999,814,1546.6,154.66,115.995,51.553333333333335,103.10666666666665,None
548,48,Female,89.64699238471317,189,Lightly Active,Maintain,78.806,1517,2085.875,260.734375,104.29375,78.79972222222221,173.82291666666666,Vegan
549,55,Male,73.47216264135713,181,Lightly Active,Gain,76.026,1083,1489.125,148.9125,111.684375,49.6375,99.27499999999999,Vegan
550,39,Female,99.70738298476468,184,Very Active,Gain,74.256,1614,3066.6,306.66,229.995,102.22,204.44,Vegetarian
551,19,Male,63.259651379386774,162,Very Active,Lose,58.736,946,1797.3999999999999,134.80499999999998,179.74,59.91333333333333,89.86999999999998,Gluten-Free
552,50,Female,94.17838757717129,181,Very Active,Gain,71.526,1561,2965.8999999999996,296.59,222.44249999999997,98.86333333333332,197.72666666666663,None
553,33,Male,56.8258287389145,185,Moderately Active,Maintain,79.666,855,1325.25,168.969375,59.63625,47.12,112.64625000000001,None
554,23,Female,60.42157123040454,192,Sedentary,Gain,81.536,1239,1486.8,148.68,111.51,49.56,99.12,Vegan
555,47,Male,64.54838992931215,161,Lightly Active,Lose,57.82599999999999,960,1320.0,99.0,132.0,44.0,66.0,Vegetarian
556,30,Female,98.24118832280708,176,Lightly Active,Gain,66.976,1601,2201.375,220.1375,165.103125,73.37916666666666,146.75833333333333,Vegetarian
557,51,Male,63.694893961108214,164,Moderately Active,Lose,60.556,948,1469.4,110.205,146.94,48.98,73.47,None
558,34,Female,76.97685587757098,166,Lightly Active,Gain,57.876,1396,1919.5,191.95,143.9625,63.983333333333334,127.96666666666665,None
559,51,Male,87.74980320100137,160,Lightly Active,Gain,56.916,1280,1760.0,176.0,132.0,58.666666666666664,117.33333333333333,Vegan
560,23,Male,67.65015156892251,180,Lightly Active,Maintain,75.116,1006,1383.25,204.029375,55.33,44.57138888888889,136.01958333333332,None
561,38,Male,72.68728436585886,151,Sedentary,Maintain,48.72599999999999,1073,1287.6,193.14,54.72299999999999,44.35066666666667,128.76,Vegan
562,28,Female,97.84547981589017,195,Very Active,Lose,84.26599999999999,1597,3034.2999999999997,227.57249999999996,303.42999999999995,101.14333333333332,151.71499999999997,Vegan
563,56,Female,92.49127619914086,159,Sedentary,Lose,51.50599999999999,1544,1852.8,138.96,185.28,61.760000000000005,92.64,Gluten-Free
564,31,Male,52.94191597489498,191,Sedentary,Maintain,85.126,802,962.4,137.142,36.09,29.941333333333333,91.428,Gluten-Free
565,47,Male,92.5567060079221,155,Moderately Active,Maintain,52.36599999999999,1346,2086.3,234.70875000000004,119.96225,62.589000000000006,156.47250000000003,None
566,60,Female,71.7071176519118,189,Very Active,Lose,78.806,1345,2555.5,191.6625,255.55,85.18333333333334,127.77499999999999,Vegan
567,50,Female,68.8160541655209,184,Lightly Active,Maintain,74.256,1317,1810.875,208.250625,67.9078125,66.39875,138.83375,Gluten-Free
568,19,Female,83.26814458886497,172,Sedentary,Lose,63.336,1458,1749.6,131.22,174.96,58.32,87.47999999999999,None
569,40,Male,86.44679996037308,177,Moderately Active,Gain,72.386,1263,1957.65,195.765,146.82375,65.255,130.51,Vegetarian
570,33,Female,73.43244163060177,180,Sedentary,Gain,70.616,1362,1634.3999999999999,163.43999999999997,122.57999999999998,54.47999999999999,108.95999999999998,Gluten-Free
571,23,Male,58.63677330383407,181,Very Active,Lose,76.026,881,1673.8999999999999,125.54249999999998,167.39,55.79666666666665,83.69499999999998,Vegan
572,24,Male,93.360945065543,157,Very Active,Lose,54.18599999999999,1360,2584.0,193.8,258.4,86.13333333333334,129.2,Vegetarian
573,54,Female,68.21301125714665,179,Very Active,Gain,69.70599999999999,1311,2490.9,249.09,186.8175,83.03,166.06,None
574,34,Male,58.54731972271511,179,Sedentary,Maintain,74.20599999999999,878,1053.6,147.504,57.94799999999999,36.29066666666667,98.33599999999998,None
575,41,Female,87.8480097513816,178,Very Active,Gain,68.79599999999999,1500,2850.0,285.0,213.75,95.0,190.0,None
576,38,Female,63.43362426322999,181,Sedentary,Maintain,71.526,1266,1519.2,174.708,94.95,42.2,116.472,None
577,59,Female,76.78743361480626,168,Lightly Active,Maintain,59.696,1393,1915.375,191.5375,110.1340625,68.10222222222222,127.69166666666666,Vegetarian
578,20,Male,81.8488482439628,152,Lightly Active,Maintain,49.635999999999996,1202,1652.75,235.516875,95.033125,49.5825,157.01125,Gluten-Free
579,43,Female,69.6001290552142,180,Moderately Active,Gain,70.616,1325,2053.75,205.375,154.03125,68.45833333333333,136.91666666666666,Vegetarian
580,55,Male,68.12407354931457,150,Lightly Active,Gain,47.815999999999995,1009,1387.375,138.7375,104.053125,46.24583333333333,92.49166666666667,None
581,23,Female,93.98432876311475,176,Moderately Active,Maintain,66.976,1560,2418.0,241.8,108.81,72.54,161.2,Vegetarian
582,53,Male,79.13087893221399,187,Sedentary,Gain,81.48599999999999,1161,1393.2,139.32,104.49,46.44,92.88,Vegetarian
583,47,Female,69.1289739785266,185,Lightly Active,Gain,75.166,1320,1815.0,181.5,136.125,60.5,121.0,None
584,26,Female,61.40260507722316,195,Lightly Active,Lose,84.26599999999999,1248,1716.0,128.7,171.6,57.199999999999996,85.79999999999998,Gluten-Free
585,27,Male,62.54733483155407,194,Very Active,Maintain,87.856,935,1776.5,226.50375,97.7075,55.26888888888889,151.0025,None
586,43,Male,87.66441066260813,199,Lightly Active,Gain,92.406,1280,1760.0,176.0,132.0,58.666666666666664,117.33333333333333,Vegetarian
587,19,Female,91.06693964779433,192,Very Active,Maintain,81.536,1533,2912.7,371.36924999999997,138.35325,100.32633333333334,247.57949999999997,Vegan
588,44,Female,79.0694727880944,183,Moderately Active,Maintain,73.346,1416,2194.8,263.37600000000003,131.68800000000002,63.40533333333334,175.584,Vegan
589,21,Male,71.70652515885601,154,Very Active,Maintain,51.455999999999996,1061,2015.8999999999999,211.66949999999997,115.91425,67.19666666666666,141.11299999999997,Gluten-Free
590,37,Male,50.765325842104225,200,Lightly Active,Lose,93.316,771,1060.125,79.509375,106.0125,35.337500000000006,53.00625,Vegetarian
591,58,Male,56.50761072204256,196,Sedentary,Gain,89.67599999999999,849,1018.8,101.88,76.41,33.96,67.91999999999999,Vegan
592,35,Male,95.03252877843545,156,Moderately Active,Lose,53.275999999999996,1381,2140.55,160.54125000000002,214.055,71.35166666666667,107.0275,Gluten-Free
593,54,Male,99.62550262826437,188,Lightly Active,Maintain,82.39599999999999,1444,1985.5,243.22375,119.13,72.80166666666668,162.14916666666664,Vegetarian
594,34,Male,78.8096665134685,183,Moderately Active,Lose,77.846,1158,1794.9,134.6175,179.49,59.830000000000005,89.745,Vegan
595,18,Female,68.42017954923737,157,Moderately Active,Gain,49.68599999999999,1315,2038.25,203.825,152.86875,67.94166666666666,135.88333333333333,None
596,24,Female,73.99110103713684,184,Lightly Active,Lose,74.256,1369,1882.375,141.178125,188.2375,62.74583333333333,94.11874999999999,Vegan
597,57,Female,97.03995536129918,150,Lightly Active,Maintain,43.315999999999995,1588,2183.5,294.7725,103.71625,80.06166666666667,196.515,None
598,27,Male,56.57932932957912,175,Moderately Active,Maintain,70.566,852,1320.6000000000001,198.09000000000003,59.42700000000001,42.55266666666667,132.06,None
599,33,Female,53.79626386499267,186,Lightly Active,Lose,76.076,1174,1614.25,121.06875,161.425,53.80833333333333,80.71249999999999,Vegetarian
600,24,Female,68.20989047502951,189,Moderately Active,Maintain,78.806,1313,2035.15,223.8665,96.669625,61.0545,149.24433333333332,Vegetarian
601,46,Female,78.16937450325342,197,Very Active,Lose,86.086,1407,2673.2999999999997,200.49749999999997,267.33,89.10999999999999,133.66499999999996,None
602,46,Male,81.54655080260676,167,Moderately Active,Maintain,63.285999999999994,1195,1852.25,189.855625,115.765625,67.91583333333332,126.57041666666666,Gluten-Free
603,23,Female,58.99444513021413,173,Very Active,Lose,64.246,1224,2325.6,174.42,232.56,77.52,116.27999999999999,Vegetarian
604,22,Male,82.91036753162072,175,Moderately Active,Lose,70.566,1217,1886.3500000000001,141.47625000000002,188.635,62.878333333333345,94.31750000000001,None
605,45,Male,76.46119750470805,173,Lightly Active,Maintain,68.746,1124,1545.5,173.86875,73.41125,60.102777777777774,115.9125,Vegetarian
606,37,Male,53.718367184581936,190,Lightly Active,Lose,84.216,812,1116.5,83.7375,111.65,37.21666666666667,55.824999999999996,Vegan
607,47,Male,71.03775296117149,150,Very Active,Lose,47.815999999999995,1049,1993.1,149.4825,199.31,66.43666666666667,99.65499999999999,Vegetarian
608,32,Female,93.33325491729883,155,Lightly Active,Gain,47.86599999999999,1553,2135.375,213.5375,160.153125,71.17916666666666,142.35833333333332,Gluten-Free
609,45,Female,50.897801984855114,180,Very Active,Lose,70.616,1145,2175.5,163.1625,217.55,72.51666666666667,108.77499999999999,Gluten-Free
610,45,Female,87.6313460613651,200,Very Active,Gain,88.816,1498,2846.2,284.62,213.465,94.87333333333333,189.74666666666667,Vegan
611,21,Male,85.86787457590859,195,Lightly Active,Gain,88.76599999999999,1258,1729.75,172.975,129.73125,57.65833333333333,115.31666666666666,Gluten-Free
612,25,Female,84.34615716955403,156,Sedentary,Maintain,48.775999999999996,1467,1760.3999999999999,184.84199999999998,105.624,60.635999999999996,123.22799999999998,Gluten-Free
613,26,Female,80.64931051967292,157,Sedentary,Gain,49.68599999999999,1432,1718.3999999999999,171.84,128.88,57.28,114.56,Vegan
614,46,Female,63.6092244952485,166,Lightly Active,Lose,57.876,1267,1742.125,130.659375,174.2125,58.07083333333334,87.10625,Gluten-Free
615,22,Male,87.71367235414058,168,Moderately Active,Lose,64.196,1283,1988.65,149.14875,198.865,66.28833333333334,99.4325,Gluten-Free
616,52,Female,70.42285264260877,161,Lightly Active,Maintain,53.32599999999999,1332,1831.5,242.67375,114.46875,50.875,161.7825,Vegan
617,49,Female,98.51660344727603,166,Lightly Active,Lose,57.876,1602,2202.75,165.20625,220.275,73.42500000000001,110.1375,Vegan
618,30,Male,67.01605121045077,168,Moderately Active,Maintain,64.196,995,1542.25,223.62625,73.256875,54.83555555555555,149.08416666666665,Vegan
619,50,Female,53.17652116571525,166,Very Active,Lose,57.876,1167,2217.2999999999997,166.29749999999996,221.72999999999996,73.90999999999998,110.86499999999997,None
620,27,Female,99.42982228987259,176,Sedentary,Lose,66.976,1612,1934.3999999999999,145.07999999999998,193.44,64.47999999999999,96.71999999999998,Vegetarian
621,44,Female,77.88464737151213,182,Very Active,Lose,72.43599999999999,1404,2667.6,200.07,266.76,88.92,133.38,Vegetarian
622,25,Male,63.68942389074586,184,Moderately Active,Gain,78.756,951,1474.05,147.405,110.55375,49.135,98.27,None
623,43,Male,62.117519719125866,180,Moderately Active,Gain,75.116,927,1436.8500000000001,143.68500000000003,107.76375000000002,47.89500000000001,95.79000000000002,Vegetarian
624,41,Female,70.02207094318737,158,Lightly Active,Maintain,50.596,1329,1827.375,232.9903125,109.6425,52.79083333333333,155.32687499999997,Gluten-Free
625,36,Female,72.41659653530787,160,Lightly Active,Maintain,52.416,1352,1859.0,227.7275,83.655,53.70444444444444,151.81833333333333,Vegan
626,22,Male,88.09621001786238,191,Very Active,Maintain,85.126,1289,2449.1,269.401,116.33225,87.0791111111111,179.60066666666665,Gluten-Free
627,56,Male,62.803007349991844,192,Sedentary,Lose,86.036,936,1123.2,84.24,112.32,37.44,56.16,Vegan
628,20,Female,95.14739483026726,192,Very Active,Maintain,81.536,1572,2986.7999999999997,403.21799999999996,164.27399999999997,102.87866666666666,268.81199999999995,Vegetarian
629,51,Female,83.86956610992124,184,Very Active,Gain,74.256,1462,2777.7999999999997,277.78,208.33499999999995,92.5933333333333,185.18666666666664,Vegetarian
630,21,Female,70.38412609673736,162,Lightly Active,Lose,54.236,1334,1834.25,137.56875,183.425,61.141666666666666,91.71249999999999,None
631,59,Female,51.11885067641106,193,Sedentary,Lose,82.446,1147,1376.3999999999999,103.22999999999998,137.64,45.87999999999999,68.81999999999998,Vegan
632,60,Female,74.47546231167703,164,Moderately Active,Gain,56.056,1371,2125.05,212.505,159.37875000000003,70.83500000000001,141.67,Gluten-Free
